date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:18:39	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:51:31%20GMT	https://khaitriag.edu.vn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.5	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min3ab2.js	(from https://khaitriag.edu.vn/)
20:18:40	169681/169681	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:18:38%20GMT	https://khaitriag.edu.vn/wp-json/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/index.html	(from https://khaitriag.edu.vn/)
20:18:42	219602/219602	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:18:40%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/pages/15375	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/pages/15375.json	(from https://khaitriag.edu.vn/)
20:18:42	810/810	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:18:40%20GMT	https://khaitriag.edu.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/xmlrpc0db0.php	(from https://khaitriag.edu.vn/)
20:18:43	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:10%20GMT	https://khaitriag.edu.vn/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-includes/wlwmanifest.xml	(from https://khaitriag.edu.vn/)
20:18:44	2780/2780	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:18:41%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embede14b.json	(from https://khaitriag.edu.vn/)
20:18:44	2937/2937	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:18:42%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed5e0d	(from https://khaitriag.edu.vn/)
20:18:45	2816/2816	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Nov%202021%2002:06:55%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-32x32.png	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-32x32.png	(from https://khaitriag.edu.vn/)
20:18:45	52879/52879	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Nov%202021%2002:06:55%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-192x192.png	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-192x192.png	(from https://khaitriag.edu.vn/)
20:18:45	52011/52011	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Nov%202021%2002:06:55%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-180x180.png	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2021/11/cropped-LOGO-1-2-180x180.png	(from https://khaitriag.edu.vn/)
20:18:45	13468/13468	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:48%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:45	8392/8392	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:48%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:46	1248/1248	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:48%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:46	6348/6348	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:49%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:46	4752/4752	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:49%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:46	10208/10208	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:49%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	(from https://khaitriag.edu.vn/)
20:18:47	14384/14384	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2011:14:49%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	(from https://khaitriag.edu.vn/)
20:18:47	16212/16212	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:25%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYmRlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYmRlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:47	10616/10616	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:25%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Oma2RlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Oma2RlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:47	1524/1524	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:25%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmY2RlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmY2RlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:47	7208/7208	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:25%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmbGRlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmbGRlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:48	5244/5244	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:25%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYGRlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYGRlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:48	10580/10580	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:26%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYWRlV9Su1fahTVo.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4OmYWRlV9Su1fahTVo.woff	(from https://khaitriag.edu.vn/)
20:18:48	16364/16364	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jul%202022%2002:31:26%20GMT	https://khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Omb2RlV9Su1fah.woff	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/fonts/roboto-slab/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Omb2RlV9Su1fah.woff	(from https://khaitriag.edu.vn/)
20:18:51	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Sun,%2002%20Apr%202023%2013:18:48%20GMT	https://khaitriag.edu.vn/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-admin/admin-ajax.php	(from https://khaitriag.edu.vn/)
20:18:51	138518/138518	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Nov%202021%2002:32:13%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2021/11/LOGO-1.png	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2021/11/LOGO-1.png	(from https://khaitriag.edu.vn/)
20:18:51	36719/36719	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jun%202022%2000:25:39%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/06/TextLogo_nho-1-1024x65.png	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/06/TextLogo_nho-1-1024x65.png	(from https://khaitriag.edu.vn/)
20:18:51	346509/346509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:03%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/03/AVB1-03-04-2023_BannerWeb.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/03/AVB1-03-04-2023_BannerWeb.jpg	(from https://khaitriag.edu.vn/)
20:18:51	389289/389289	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:57%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/03/BCT_09-04-2023_BannerWeb.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/03/BCT_09-04-2023_BannerWeb.jpg	(from https://khaitriag.edu.vn/)
20:18:52	346342/346342	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/03/UD-CNTT_15-04-2023_BannerWeb.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/03/UD-CNTT_15-04-2023_BannerWeb.jpg	(from https://khaitriag.edu.vn/)
20:18:52	318738/318738	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:01%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/03/THVP_11-04-2023_BannerWeb.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/03/THVP_11-04-2023_BannerWeb.jpg	(from https://khaitriag.edu.vn/)
20:18:52	277173/277173	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:55%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/03/TKDH_04-04-2023_BannerWeb.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/03/TKDH_04-04-2023_BannerWeb.jpg	(from https://khaitriag.edu.vn/)
20:18:52	372901/372901	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202023%2001:54:26%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/02/NV_NH-KS-DL_03-2023_banner.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/02/NV_NH-KS-DL_03-2023_banner.jpg	(from https://khaitriag.edu.vn/)
20:18:52	357020/357020	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202023%2001:54:24%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/02/DienLanh-DienDanDung_06-03-2023_banner.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/02/DienLanh-DienDanDung_06-03-2023_banner.jpg	(from https://khaitriag.edu.vn/)
20:18:55	76339/76339	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:51%20GMT	https://khaitriag.edu.vn/category/tai-nguyen/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tai-nguyen/index.html	(from https://khaitriag.edu.vn/)
20:18:55	88432/88432	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:51%20GMT	https://khaitriag.edu.vn/category/tin-tuc-dao-tao/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tin-tuc-dao-tao/index.html	(from https://khaitriag.edu.vn/)
20:18:55	377723/377723	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202022%2013:28:17%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/12/NenCacKhoaHoc_12-2022-1.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/12/NenCacKhoaHoc_12-2022-1.jpg	(from https://khaitriag.edu.vn/)
20:18:55	88882/88882	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:52%20GMT	https://khaitriag.edu.vn/category/dao-tao-dai-han/trung-cap-cao-dang/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/dao-tao-dai-han/trung-cap-cao-dang/index.html	(from https://khaitriag.edu.vn/)
20:18:57	48727/48727	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:54%20GMT	https://khaitriag.edu.vn/category/tai-nguyen/mo-ta-cac-khoa-hoc/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tai-nguyen/mo-ta-cac-khoa-hoc/index.html	(from https://khaitriag.edu.vn/)
20:18:57	344066/344066	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2010:47:28%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/08/AV_ThieuNhi_09-2022_banner.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/08/AV_ThieuNhi_09-2022_banner.jpg	(from https://khaitriag.edu.vn/)
20:18:57	45497/45497	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:54%20GMT	https://khaitriag.edu.vn/category/tai-nguyen/huong-dan/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tai-nguyen/huong-dan/index.html	(from https://khaitriag.edu.vn/)
20:18:57	72414/72414	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:55%20GMT	https://khaitriag.edu.vn/ke-toan-thue/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/ke-toan-thue/index.html	(from https://khaitriag.edu.vn/)
20:18:57	316125/316125	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Jan%202023%2002:22:34%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2023/01/DH-MoHN_02-2023_banner.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2023/01/DH-MoHN_02-2023_banner.jpg	(from https://khaitriag.edu.vn/)
20:18:58	444367/444367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Sep%202022%2007:28:52%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/09/banner_nganhan_1.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/09/banner_nganhan_1.jpg	(from https://khaitriag.edu.vn/)
20:18:58	445130/445130	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202022%2008:17:16%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/08/Banner_TrungCap_1.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/08/Banner_TrungCap_1.jpg	(from https://khaitriag.edu.vn/)
20:18:58	48640/48640	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:18:56%20GMT	https://khaitriag.edu.vn/category/tai-nguyen/cong-nghe-thong-tin/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tai-nguyen/cong-nghe-thong-tin/index.html	(from https://khaitriag.edu.vn/)
20:18:58	430060/430060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2013:02:16%20GMT	https://khaitriag.edu.vn/wp-content/uploads/2022/07/DuHoc-Han_banner-scaled.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/07/DuHoc-Han_banner-scaled.jpg	(from https://khaitriag.edu.vn/)
